anio,mes,departamento,pais_origen,vnr_origen,vnr_total_depto
2021,11,TOLIMA,Italia,30.0,785.0
2021,11,TOLIMA,India,24.0,785.0
2021,11,TOLIMA,Canadá,20.0,785.0
2021,11,TOLIMA,Costa Rica,20.0,785.0
2021,11,TOLIMA,Argentina,16.0,785.0
2021,11,TOLIMA,Francia,16.0,785.0
2021,11,TOLIMA,Bolivia,15.0,785.0
2021,11,TOLIMA,Alemania,13.0,785.0
2021,11,TOLIMA,Bélgica,12.0,785.0
2021,11,TOLIMA,Panamá,12.0,785.0
2021,11,TOLIMA,El Salvador,10.0,785.0
2021,11,TOLIMA,Países Bajos,10.0,785.0
2021,11,TOLIMA,Guatemala,8.0,785.0
2021,11,TOLIMA,Cuba,7.0,785.0
2021,11,TOLIMA,Suiza,6.0,785.0
2021,11,TOLIMA,Honduras,5.0,785.0
2021,11,TOLIMA,República Democratica del Congo,5.0,785.0
2021,11,TOLIMA,República Dominicana,5.0,785.0
2021,11,TOLIMA,Rusia,4.0,785.0
2021,11,TOLIMA,Uganda,4.0,785.0
2021,11,TOLIMA,Australia,3.0,785.0
2021,11,TOLIMA,Irán,3.0,785.0
2021,11,TOLIMA,Reino Unido,3.0,785.0
2021,11,TOLIMA,Israel,2.0,785.0
2021,11,TOLIMA,Moldavia,2.0,785.0
2021,11,TOLIMA,Noruega,2.0,785.0
2021,11,TOLIMA,Organismos internacionales,2.0,785.0
2021,11,TOLIMA,Paraguay,2.0,785.0
2021,11,TOLIMA,Turquía,2.0,785.0
2021,11,TOLIMA,Austria,1.0,785.0
2021,11,TOLIMA,Cabo Verde,1.0,785.0
2021,11,TOLIMA,Croacia,1.0,785.0
2021,11,TOLIMA,Grecia,1.0,785.0
2021,11,TOLIMA,Japón,1.0,785.0
2021,11,TOLIMA,Nicaragua,1.0,785.0
2021,11,TOLIMA,Nigeria,1.0,785.0
2021,11,TOLIMA,Nueva Zelanda,1.0,785.0
2021,11,TOLIMA,Polonia,1.0,785.0
2021,11,TOLIMA,Portugal,1.0,785.0
2021,11,TOLIMA,República Checa,1.0,785.0
2021,11,TOLIMA,Serbia,1.0,785.0
2021,11,TOLIMA,Suecia,1.0,785.0
2021,11,TOLIMA,Ucrania,1.0,785.0
2021,11,TOLIMA,Uruguay,1.0,785.0
2021,12,TOLIMA,Estados Unidos,380.0,1128.0
2021,12,TOLIMA,México,103.0,1128.0
2021,12,TOLIMA,España,91.0,1128.0
2021,12,TOLIMA,Ecuador,61.0,1128.0
2021,12,TOLIMA,Canadá,49.0,1128.0
2021,12,TOLIMA,Alemania,47.0,1128.0
2021,12,TOLIMA,Chile,45.0,1128.0
2021,12,TOLIMA,Costa Rica,43.0,1128.0
2021,12,TOLIMA,Perú,36.0,1128.0
2021,12,TOLIMA,Brasil,31.0,1128.0
2021,12,TOLIMA,Francia,30.0,1128.0
2021,12,TOLIMA,Panamá,29.0,1128.0
2021,12,TOLIMA,Argentina,25.0,1128.0
2021,12,TOLIMA,República Dominicana,25.0,1128.0
2021,12,TOLIMA,Reino Unido,15.0,1128.0
2021,12,TOLIMA,Italia,14.0,1128.0
2021,12,TOLIMA,Suecia,12.0,1128.0
2021,12,TOLIMA,Suiza,10.0,1128.0
2021,12,TOLIMA,Países Bajos,9.0,1128.0
2021,12,TOLIMA,Guatemala,7.0,1128.0
2021,12,TOLIMA,Austria,6.0,1128.0
2021,12,TOLIMA,Rusia,6.0,1128.0
2021,12,TOLIMA,Bélgica,5.0,1128.0
2021,12,TOLIMA,Nicaragua,5.0,1128.0
2021,12,TOLIMA,Australia,4.0,1128.0
2021,12,TOLIMA,Cuba,4.0,1128.0
2021,12,TOLIMA,Bolivia,3.0,1128.0
2021,12,TOLIMA,Corea del Sur,3.0,1128.0
2021,12,TOLIMA,Finlandia,3.0,1128.0
2021,12,TOLIMA,Honduras,3.0,1128.0
2021,12,TOLIMA,Paraguay,3.0,1128.0
2021,12,TOLIMA,Portugal,3.0,1128.0
2021,12,TOLIMA,Curazao,2.0,1128.0
2021,12,TOLIMA,Polonia,2.0,1128.0
2021,12,TOLIMA,Qatar,2.0,1128.0
2021,12,TOLIMA,República Checa,2.0,1128.0
2021,12,TOLIMA,El Salvador,1.0,1128.0
2021,12,TOLIMA,Filipinas,1.0,1128.0
2021,12,TOLIMA,Hungría,1.0,1128.0
2021,12,TOLIMA,Irlanda,1.0,1128.0
2021,12,TOLIMA,Islandia,1.0,1128.0
2021,12,TOLIMA,Jamaica,1.0,1128.0
2021,12,TOLIMA,Japón,1.0,1128.0
2021,12,TOLIMA,Marruecos,1.0,1128.0
2021,12,TOLIMA,Uruguay,1.0,1128.0
2021,12,TOLIMA,Vanuatu,1.0,1128.0
2022,1,TOLIMA,Estados Unidos,156.0,632.0
2022,1,TOLIMA,México,96.0,632.0
2022,1,TOLIMA,Ecuador,48.0,632.0
2022,1,TOLIMA,España,48.0,632.0
2022,1,TOLIMA,Chile,34.0,632.0
2022,1,TOLIMA,Perú,29.0,632.0
2022,1,TOLIMA,Panamá,27.0,632.0
2022,1,TOLIMA,Costa Rica,23.0,632.0
2022,1,TOLIMA,Argentina,22.0,632.0
2022,1,TOLIMA,Brasil,16.0,632.0
2022,1,TOLIMA,Canadá,16.0,632.0
2022,1,TOLIMA,Alemania,13.0,632.0
2022,1,TOLIMA,República Dominicana,13.0,632.0
2022,1,TOLIMA,Francia,10.0,632.0
2022,1,TOLIMA,Italia,10.0,632.0
2022,1,TOLIMA,Paraguay,8.0,632.0
2022,1,TOLIMA,Bolivia,7.0,632.0
2022,1,TOLIMA,El Salvador,7.0,632.0
2022,1,TOLIMA,Reino Unido,7.0,632.0
2022,1,TOLIMA,Guatemala,5.0,632.0
2022,1,TOLIMA,Polonia,4.0,632.0
2022,1,TOLIMA,Puerto Rico,4.0,632.0
2022,1,TOLIMA,Australia,3.0,632.0
2022,1,TOLIMA,Cuba,3.0,632.0
2022,1,TOLIMA,Países Bajos,3.0,632.0
2022,1,TOLIMA,Uruguay,3.0,632.0
2022,1,TOLIMA,Noruega,2.0,632.0
2022,1,TOLIMA,Portugal,2.0,632.0
2022,1,TOLIMA,Suecia,2.0,632.0
2022,1,TOLIMA,Aruba,1.0,632.0
2022,1,TOLIMA,Austria,1.0,632.0
2022,1,TOLIMA,Hungría,1.0,632.0
2022,1,TOLIMA,Indonesia,1.0,632.0
2022,1,TOLIMA,Irlanda,1.0,632.0
2022,1,TOLIMA,Israel,1.0,632.0
2022,1,TOLIMA,Organismos internacionales,1.0,632.0
2022,1,TOLIMA,Rusia,1.0,632.0
2022,1,TOLIMA,Suiza,1.0,632.0
2022,1,TOLIMA,Turquía,1.0,632.0
2022,1,TOLIMA,Ucrania,1.0,632.0
2022,2,TOLIMA,Estados Unidos,140.0,493.0
2022,2,TOLIMA,México,50.0,493.0
2022,2,TOLIMA,España,35.0,493.0
2022,2,TOLIMA,Perú,33.0,493.0
2022,2,TOLIMA,Chile,31.0,493.0
2022,2,TOLIMA,Canadá,22.0,493.0
2022,2,TOLIMA,Ecuador,19.0,493.0
2022,2,TOLIMA,Panamá,19.0,493.0
2022,2,TOLIMA,Alemania,16.0,493.0
2022,2,TOLIMA,Brasil,16.0,493.0
2022,2,TOLIMA,Argentina,15.0,493.0
2022,2,TOLIMA,Países Bajos,13.0,493.0
2022,2,TOLIMA,Rusia,13.0,493.0
2022,2,TOLIMA,Costa Rica,9.0,493.0
2022,2,TOLIMA,Italia,9.0,493.0
2022,2,TOLIMA,Suiza,8.0,493.0
2022,2,TOLIMA,Reino Unido,6.0,493.0
2022,2,TOLIMA,Suecia,5.0,493.0
2022,2,TOLIMA,Francia,4.0,493.0
2022,2,TOLIMA,Australia,3.0,493.0
2022,2,TOLIMA,República Checa,3.0,493.0
2022,2,TOLIMA,Cuba,2.0,493.0
2022,2,TOLIMA,Dinamarca,2.0,493.0
2022,2,TOLIMA,Guatemala,2.0,493.0
2022,2,TOLIMA,Portugal,2.0,493.0
2022,2,TOLIMA,Arabia Saudita,1.0,493.0
2022,2,TOLIMA,Austria,1.0,493.0
2022,2,TOLIMA,Bélgica,1.0,493.0
2022,2,TOLIMA,Belice,1.0,493.0
2022,2,TOLIMA,Benín,1.0,493.0
2022,2,TOLIMA,Croacia,1.0,493.0
2022,2,TOLIMA,Honduras,1.0,493.0
2022,2,TOLIMA,Irlanda,1.0,493.0
2022,2,TOLIMA,Israel,1.0,493.0
2022,2,TOLIMA,Marruecos,1.0,493.0
2022,2,TOLIMA,Puerto Rico,1.0,493.0
2022,2,TOLIMA,República Dominicana,1.0,493.0
2022,2,TOLIMA,Sudáfrica,1.0,493.0
2022,2,TOLIMA,Turquía,1.0,493.0
2022,2,TOLIMA,Ucrania,1.0,493.0
2022,2,TOLIMA,Uruguay,1.0,493.0
2022,3,TOLIMA,Estados Unidos,204.0,853.0
2022,3,TOLIMA,Ecuador,144.0,853.0
2022,3,TOLIMA,México,89.0,853.0
2022,3,TOLIMA,Chile,66.0,853.0
2022,3,TOLIMA,Argentina,48.0,853.0
2022,3,TOLIMA,España,35.0,853.0
2022,3,TOLIMA,Perú,35.0,853.0
2022,3,TOLIMA,Brasil,32.0,853.0
2022,3,TOLIMA,Panamá,22.0,853.0
2022,3,TOLIMA,Alemania,21.0,853.0
2022,3,TOLIMA,Costa Rica,21.0,853.0
2022,3,TOLIMA,El Salvador,17.0,853.0
2022,3,TOLIMA,Canadá,13.0,853.0
2022,3,TOLIMA,Francia,13.0,853.0
2022,3,TOLIMA,Guatemala,12.0,853.0
2022,3,TOLIMA,Italia,12.0,853.0
2022,3,TOLIMA,Reino Unido,11.0,853.0
2022,3,TOLIMA,Bolivia,10.0,853.0
2022,3,TOLIMA,República Dominicana,9.0,853.0
2022,3,TOLIMA,Países Bajos,5.0,853.0
2022,3,TOLIMA,Rusia,4.0,853.0
2022,3,TOLIMA,Turquía,4.0,853.0
2022,3,TOLIMA,Bélgica,3.0,853.0
2022,3,TOLIMA,Polonia,3.0,853.0
2022,3,TOLIMA,Suecia,3.0,853.0
2022,3,TOLIMA,Honduras,2.0,853.0
2022,3,TOLIMA,Paraguay,2.0,853.0
2022,3,TOLIMA,Suiza,2.0,853.0
2022,3,TOLIMA,Australia,1.0,853.0
2022,3,TOLIMA,Austria,1.0,853.0
2022,3,TOLIMA,Burkina Faso,1.0,853.0
2022,3,TOLIMA,Cuba,1.0,853.0
2022,3,TOLIMA,Dinamarca,1.0,853.0
2022,3,TOLIMA,Estonia,1.0,853.0
2022,3,TOLIMA,Irlanda,1.0,853.0
2022,3,TOLIMA,Israel,1.0,853.0
2022,3,TOLIMA,Nicaragua,1.0,853.0
2022,3,TOLIMA,República Checa,1.0,853.0
2022,3,TOLIMA,Uruguay,1.0,853.0
2022,4,TOLIMA,Estados Unidos,143.0,537.0
2022,4,TOLIMA,México,51.0,537.0
2022,4,TOLIMA,Brasil,47.0,537.0
2022,4,TOLIMA,España,44.0,537.0
2022,4,TOLIMA,Ecuador,37.0,537.0
2022,4,TOLIMA,Perú,31.0,537.0
2022,4,TOLIMA,Chile,28.0,537.0
2022,4,TOLIMA,Alemania,18.0,537.0
2022,4,TOLIMA,Suiza,15.0,537.0
2022,4,TOLIMA,Argentina,14.0,537.0
2022,4,TOLIMA,Costa Rica,13.0,537.0
2022,4,TOLIMA,Italia,13.0,537.0
2022,4,TOLIMA,Países Bajos,12.0,537.0
2022,4,TOLIMA,Canadá,9.0,537.0
2022,4,TOLIMA,Francia,9.0,537.0
2022,4,TOLIMA,República Dominicana,7.0,537.0
2022,4,TOLIMA,Australia,5.0,537.0
2022,4,TOLIMA,El Salvador,5.0,537.0
2022,4,TOLIMA,Panamá,5.0,537.0
2022,4,TOLIMA,Reino Unido,4.0,537.0
2022,4,TOLIMA,Cuba,3.0,537.0
2022,4,TOLIMA,Honduras,3.0,537.0
2022,4,TOLIMA,Paraguay,2.0,537.0
2022,4,TOLIMA,Rusia,2.0,537.0
2022,4,TOLIMA,Serbia,2.0,537.0
2022,4,TOLIMA,Aruba,1.0,537.0
2022,4,TOLIMA,Austria,1.0,537.0
2022,4,TOLIMA,Bolivia,1.0,537.0
2022,4,TOLIMA,China,1.0,537.0
2022,4,TOLIMA,Corea del Sur,1.0,537.0
2022,4,TOLIMA,Curazao,1.0,537.0
2022,4,TOLIMA,Dinamarca,1.0,537.0
2022,4,TOLIMA,Irlanda,1.0,537.0
2022,4,TOLIMA,Islas Caimán,1.0,537.0
2022,4,TOLIMA,Israel,1.0,537.0
2022,4,TOLIMA,Japón,1.0,537.0
2022,4,TOLIMA,Kazajistán,1.0,537.0
2022,4,TOLIMA,Nicaragua,1.0,537.0
2022,4,TOLIMA,Portugal,1.0,537.0
2022,4,TOLIMA,Turquía,1.0,537.0
2022,5,TOLIMA,Estados Unidos,161.0,605.0
2022,5,TOLIMA,Ecuador,79.0,605.0
2022,5,TOLIMA,México,69.0,605.0
2022,5,TOLIMA,Brasil,67.0,605.0
2022,5,TOLIMA,España,30.0,605.0
2022,5,TOLIMA,Panamá,29.0,605.0
2022,5,TOLIMA,Argentina,28.0,605.0
2022,5,TOLIMA,Chile,22.0,605.0
2022,5,TOLIMA,Perú,19.0,605.0
2022,5,TOLIMA,Costa Rica,10.0,605.0
2022,5,TOLIMA,Canadá,9.0,605.0
2022,5,TOLIMA,Francia,8.0,605.0
2022,5,TOLIMA,Reino Unido,8.0,605.0
2022,5,TOLIMA,República Dominicana,7.0,605.0
2022,5,TOLIMA,Alemania,6.0,605.0
2022,5,TOLIMA,Rusia,6.0,605.0
2022,5,TOLIMA,El Salvador,5.0,605.0
2022,5,TOLIMA,Guatemala,4.0,605.0
2022,5,TOLIMA,Países Bajos,4.0,605.0
2022,5,TOLIMA,Paraguay,4.0,605.0
2022,5,TOLIMA,Portugal,4.0,605.0
2022,5,TOLIMA,Australia,3.0,605.0
2022,5,TOLIMA,India,3.0,605.0
2022,5,TOLIMA,Honduras,2.0,605.0
2022,5,TOLIMA,Israel,2.0,605.0
2022,5,TOLIMA,Italia,2.0,605.0
2022,5,TOLIMA,Suiza,2.0,605.0
2022,5,TOLIMA,Antigua y Barbuda,1.0,605.0
2022,5,TOLIMA,Austria,1.0,605.0
2022,5,TOLIMA,Bélgica,1.0,605.0
2022,5,TOLIMA,Bolivia,1.0,605.0
2022,5,TOLIMA,China,1.0,605.0
2022,5,TOLIMA,Croacia,1.0,605.0
2022,5,TOLIMA,Cuba,1.0,605.0
2022,5,TOLIMA,Kazajistán,1.0,605.0
2022,5,TOLIMA,Polonia,1.0,605.0
2022,5,TOLIMA,Puerto Rico,1.0,605.0
2022,5,TOLIMA,Rumania,1.0,605.0
2022,5,TOLIMA,Suecia,1.0,605.0
2022,6,TOLIMA,Estados Unidos,388.0,899.0
2022,6,TOLIMA,México,73.0,899.0
2022,6,TOLIMA,España,69.0,899.0
2022,6,TOLIMA,Ecuador,55.0,899.0
2022,6,TOLIMA,Chile,52.0,899.0
2022,6,TOLIMA,Brasil,29.0,899.0
2022,6,TOLIMA,República Dominicana,28.0,899.0
2022,6,TOLIMA,Canadá,25.0,899.0
2022,6,TOLIMA,Perú,20.0,899.0
2022,6,TOLIMA,Argentina,15.0,899.0
2022,6,TOLIMA,Francia,14.0,899.0
2022,6,TOLIMA,Costa Rica,12.0,899.0
2022,6,TOLIMA,Panamá,12.0,899.0
2022,6,TOLIMA,Reino Unido,12.0,899.0
2022,6,TOLIMA,Bélgica,11.0,899.0
2022,6,TOLIMA,Italia,10.0,899.0
2022,6,TOLIMA,Alemania,8.0,899.0
2022,6,TOLIMA,Paraguay,8.0,899.0
2022,6,TOLIMA,Guatemala,6.0,899.0
2022,6,TOLIMA,Cuba,5.0,899.0
2022,6,TOLIMA,Austria,4.0,899.0
2022,6,TOLIMA,Países Bajos,4.0,899.0
2022,6,TOLIMA,Suecia,4.0,899.0
2022,6,TOLIMA,Honduras,3.0,899.0
2022,6,TOLIMA,Portugal,3.0,899.0
2022,6,TOLIMA,Rusia,3.0,899.0
2022,6,TOLIMA,Turquía,3.0,899.0
2022,6,TOLIMA,Bolivia,2.0,899.0
2022,6,TOLIMA,El Salvador,2.0,899.0
2022,6,TOLIMA,Israel,2.0,899.0
2022,6,TOLIMA,Rumania,2.0,899.0
2022,6,TOLIMA,Aruba,1.0,899.0
2022,6,TOLIMA,Australia,1.0,899.0
2022,6,TOLIMA,Corea del Sur,1.0,899.0
2022,6,TOLIMA,Croacia,1.0,899.0
2022,6,TOLIMA,Dinamarca,1.0,899.0
2022,6,TOLIMA,Grecia,1.0,899.0
2022,6,TOLIMA,Hungría,1.0,899.0
2022,6,TOLIMA,Islas Caimán,1.0,899.0
2022,6,TOLIMA,Nepal,1.0,899.0
2022,6,TOLIMA,Nicaragua,1.0,899.0
2022,6,TOLIMA,Noruega,1.0,899.0
2022,6,TOLIMA,Polonia,1.0,899.0
2022,6,TOLIMA,Puerto Rico,1.0,899.0
2022,6,TOLIMA,Suiza,1.0,899.0
2022,6,TOLIMA,Uruguay,1.0,899.0
2022,7,TOLIMA,Estados Unidos,281.0,866.0
2022,7,TOLIMA,México,89.0,866.0
2022,7,TOLIMA,Ecuador,67.0,866.0
2022,7,TOLIMA,España,61.0,866.0
2022,7,TOLIMA,Perú,52.0,866.0
2022,7,TOLIMA,Canadá,35.0,866.0
2022,7,TOLIMA,República Dominicana,32.0,866.0
2022,7,TOLIMA,Chile,30.0,866.0
2022,7,TOLIMA,Alemania,28.0,866.0
2022,7,TOLIMA,Francia,23.0,866.0
2022,7,TOLIMA,Reino Unido,19.0,866.0
2022,7,TOLIMA,Argentina,18.0,866.0
2022,7,TOLIMA,Panamá,17.0,866.0
2022,7,TOLIMA,Países Bajos,15.0,866.0
2022,7,TOLIMA,Brasil,13.0,866.0
2022,7,TOLIMA,Costa Rica,11.0,866.0
2022,7,TOLIMA,Guatemala,11.0,866.0
2022,7,TOLIMA,Italia,8.0,866.0
2022,7,TOLIMA,Suiza,8.0,866.0
2022,7,TOLIMA,Austria,7.0,866.0
2022,7,TOLIMA,Bélgica,7.0,866.0
2022,7,TOLIMA,Cuba,7.0,866.0
2022,7,TOLIMA,El Salvador,4.0,866.0
2022,7,TOLIMA,Rusia,3.0,866.0
2022,7,TOLIMA,Australia,2.0,866.0
2022,7,TOLIMA,Nicaragua,2.0,866.0
2022,7,TOLIMA,Polonia,2.0,866.0
2022,7,TOLIMA,Puerto Rico,2.0,866.0
2022,7,TOLIMA,Aruba,1.0,866.0
2022,7,TOLIMA,Bulgaria,1.0,866.0
2022,7,TOLIMA,Curazao,1.0,866.0
2022,7,TOLIMA,Dinamarca,1.0,866.0
2022,7,TOLIMA,Filipinas,1.0,866.0
2022,7,TOLIMA,Honduras,1.0,866.0
2022,7,TOLIMA,India,1.0,866.0
2022,7,TOLIMA,Indonesia,1.0,866.0
2022,7,TOLIMA,Noruega,1.0,866.0
2022,7,TOLIMA,Nueva Zelanda,1.0,866.0
2022,7,TOLIMA,Paraguay,1.0,866.0
2022,7,TOLIMA,Portugal,1.0,866.0
2022,8,TOLIMA,Estados Unidos,206.0,744.0
2022,8,TOLIMA,España,84.0,744.0
2022,8,TOLIMA,Ecuador,70.0,744.0
2022,8,TOLIMA,México,56.0,744.0
2022,8,TOLIMA,Argentina,41.0,744.0
2022,8,TOLIMA,Alemania,40.0,744.0
2022,8,TOLIMA,Chile,38.0,744.0
2022,8,TOLIMA,Perú,31.0,744.0
2022,8,TOLIMA,República Dominicana,21.0,744.0
2022,8,TOLIMA,Panamá,20.0,744.0
2022,8,TOLIMA,Costa Rica,16.0,744.0
2022,8,TOLIMA,Francia,15.0,744.0
2022,8,TOLIMA,Canadá,14.0,744.0
2022,8,TOLIMA,Italia,11.0,744.0
2022,8,TOLIMA,Brasil,10.0,744.0
2022,8,TOLIMA,Reino Unido,10.0,744.0
2022,8,TOLIMA,Australia,7.0,744.0
2022,8,TOLIMA,Honduras,7.0,744.0
2022,8,TOLIMA,Cuba,6.0,744.0
2022,8,TOLIMA,Países Bajos,6.0,744.0
2022,8,TOLIMA,Bélgica,4.0,744.0
2022,8,TOLIMA,Guatemala,4.0,744.0
2022,8,TOLIMA,Austria,3.0,744.0
2022,8,TOLIMA,Corea del Sur,2.0,744.0
2022,8,TOLIMA,El Salvador,2.0,744.0
2022,8,TOLIMA,Israel,2.0,744.0
2022,8,TOLIMA,Noruega,2.0,744.0
2022,8,TOLIMA,Portugal,2.0,744.0
2022,8,TOLIMA,Rusia,2.0,744.0
2022,8,TOLIMA,Suecia,2.0,744.0
2022,8,TOLIMA,Zimbabue,2.0,744.0
2022,8,TOLIMA,Bulgaria,1.0,744.0
2022,8,TOLIMA,Dinamarca,1.0,744.0
2022,8,TOLIMA,Hungría,1.0,744.0
2022,8,TOLIMA,Polonia,1.0,744.0
2022,8,TOLIMA,República Checa,1.0,744.0
2022,8,TOLIMA,Suiza,1.0,744.0
2022,8,TOLIMA,Turquía,1.0,744.0
2022,8,TOLIMA,Uruguay,1.0,744.0
2022,9,TOLIMA,Estados Unidos,163.0,810.0
2022,9,TOLIMA,Ecuador,153.0,810.0
2022,9,TOLIMA,México,86.0,810.0
2022,9,TOLIMA,Perú,52.0,810.0
2022,9,TOLIMA,España,51.0,810.0
2022,9,TOLIMA,Guatemala,50.0,810.0
2022,9,TOLIMA,Costa Rica,48.0,810.0
2022,9,TOLIMA,Chile,39.0,810.0
2022,9,TOLIMA,Brasil,22.0,810.0
2022,9,TOLIMA,Argentina,17.0,810.0
2022,9,TOLIMA,Canadá,13.0,810.0
2022,9,TOLIMA,El Salvador,9.0,810.0
2022,9,TOLIMA,Panamá,9.0,810.0
2022,9,TOLIMA,Reino Unido,9.0,810.0
2022,9,TOLIMA,Alemania,8.0,810.0
2022,9,TOLIMA,Australia,8.0,810.0
2022,9,TOLIMA,Francia,8.0,810.0
2022,9,TOLIMA,Italia,7.0,810.0
2022,9,TOLIMA,República Dominicana,7.0,810.0
2022,9,TOLIMA,Países Bajos,6.0,810.0
2022,9,TOLIMA,Rusia,6.0,810.0
2022,9,TOLIMA,Bélgica,5.0,810.0
2022,9,TOLIMA,Bolivia,5.0,810.0
2022,9,TOLIMA,Cuba,5.0,810.0
2022,9,TOLIMA,India,4.0,810.0
2022,9,TOLIMA,Puerto Rico,2.0,810.0
2022,9,TOLIMA,Suecia,2.0,810.0
2022,9,TOLIMA,Túnez,2.0,810.0
2022,9,TOLIMA,Turquía,2.0,810.0
2022,9,TOLIMA,Aruba,1.0,810.0
2022,9,TOLIMA,Corea del Sur,1.0,810.0
2022,9,TOLIMA,Curazao,1.0,810.0
2022,9,TOLIMA,Honduras,1.0,810.0
2022,9,TOLIMA,Israel,1.0,810.0
2022,9,TOLIMA,Noruega,1.0,810.0
2022,9,TOLIMA,Nueva Zelanda,1.0,810.0
2022,9,TOLIMA,Paraguay,1.0,810.0
2022,9,TOLIMA,Portugal,1.0,810.0
2022,9,TOLIMA,Suiza,1.0,810.0
2022,9,TOLIMA,Trinidad y Tobago,1.0,810.0
2022,9,TOLIMA,Uruguay,1.0,810.0
2022,10,TOLIMA,Estados Unidos,175.0,609.0
2022,10,TOLIMA,Ecuador,59.0,609.0
2022,10,TOLIMA,México,54.0,609.0
2022,10,TOLIMA,Perú,49.0,609.0
2022,10,TOLIMA,España,33.0,609.0
2022,10,TOLIMA,Brasil,29.0,609.0
2022,10,TOLIMA,República Dominicana,22.0,609.0
2022,10,TOLIMA,Canadá,18.0,609.0
2022,10,TOLIMA,Costa Rica,18.0,609.0
2022,10,TOLIMA,Chile,17.0,609.0
2022,10,TOLIMA,Argentina,16.0,609.0
2022,10,TOLIMA,Alemania,14.0,609.0
2022,10,TOLIMA,Panamá,13.0,609.0
2022,10,TOLIMA,Francia,11.0,609.0
2022,10,TOLIMA,Países Bajos,10.0,609.0
2022,10,TOLIMA,Cuba,7.0,609.0
2022,10,TOLIMA,Guatemala,7.0,609.0
2022,10,TOLIMA,Bolivia,6.0,609.0
2022,10,TOLIMA,Italia,5.0,609.0
2022,10,TOLIMA,Reino Unido,5.0,609.0
2022,10,TOLIMA,Australia,4.0,609.0
2022,10,TOLIMA,Nicaragua,4.0,609.0
2022,10,TOLIMA,Noruega,3.0,609.0
2022,10,TOLIMA,Curazao,2.0,609.0
2022,10,TOLIMA,Indonesia,2.0,609.0
2022,10,TOLIMA,Nueva Zelanda,2.0,609.0
2022,10,TOLIMA,Polonia,2.0,609.0
2022,10,TOLIMA,Rusia,2.0,609.0
2022,10,TOLIMA,Suecia,2.0,609.0
2022,10,TOLIMA,Uruguay,2.0,609.0
2022,10,TOLIMA,Bélgica,1.0,609.0
2022,10,TOLIMA,China,1.0,609.0
2022,10,TOLIMA,Dinamarca,1.0,609.0
2022,10,TOLIMA,El Salvador,1.0,609.0
2022,10,TOLIMA,Eslovaquia,1.0,609.0
2022,10,TOLIMA,India,1.0,609.0
2022,10,TOLIMA,Montenegro,1.0,609.0
2022,10,TOLIMA,Paraguay,1.0,609.0
2022,10,TOLIMA,Portugal,1.0,609.0
2022,10,TOLIMA,República Checa,1.0,609.0
2022,10,TOLIMA,Rumania,1.0,609.0
2022,10,TOLIMA,Serbia,1.0,609.0
2022,10,TOLIMA,Singapur,1.0,609.0
2022,10,TOLIMA,Suiza,1.0,609.0
2022,10,TOLIMA,Turquía,1.0,609.0
2022,10,TOLIMA,Ucrania,1.0,609.0
2022,11,TOLIMA,Estados Unidos,216.0,605.0
2022,11,TOLIMA,México,64.0,605.0
2022,11,TOLIMA,España,50.0,605.0
2022,11,TOLIMA,Ecuador,43.0,605.0
2022,11,TOLIMA,Chile,25.0,605.0
2022,11,TOLIMA,Brasil,21.0,605.0
2022,11,TOLIMA,Alemania,20.0,605.0
2022,11,TOLIMA,Perú,20.0,605.0
2022,11,TOLIMA,Panamá,15.0,605.0
2022,11,TOLIMA,Reino Unido,15.0,605.0
2022,11,TOLIMA,Argentina,13.0,605.0
2022,11,TOLIMA,Australia,12.0,605.0
2022,11,TOLIMA,Canadá,11.0,605.0
2022,11,TOLIMA,Francia,11.0,605.0
2022,11,TOLIMA,Italia,11.0,605.0
2022,11,TOLIMA,Suecia,6.0,605.0
2022,11,TOLIMA,Costa Rica,5.0,605.0
2022,11,TOLIMA,Cuba,5.0,605.0
2022,11,TOLIMA,Bélgica,3.0,605.0
2022,11,TOLIMA,República Dominicana,3.0,605.0
2022,11,TOLIMA,Bolivia,2.0,605.0
2022,11,TOLIMA,Estonia,2.0,605.0
2022,11,TOLIMA,Guatemala,2.0,605.0
2022,11,TOLIMA,Honduras,2.0,605.0
2022,11,TOLIMA,Países Bajos,2.0,605.0
2022,11,TOLIMA,Portugal,2.0,605.0
2022,11,TOLIMA,Puerto Rico,2.0,605.0
2022,11,TOLIMA,Qatar,2.0,605.0
2022,11,TOLIMA,Rusia,2.0,605.0
2022,11,TOLIMA,Suiza,2.0,605.0
2022,11,TOLIMA,Austria,1.0,605.0
2022,11,TOLIMA,Bosnia,1.0,605.0
2022,11,TOLIMA,China,1.0,605.0
2022,11,TOLIMA,Corea del Sur,1.0,605.0
2022,11,TOLIMA,Curazao,1.0,605.0
2022,11,TOLIMA,El Salvador,1.0,605.0
2022,11,TOLIMA,Finlandia,1.0,605.0
2022,11,TOLIMA,Grecia,1.0,605.0
2022,11,TOLIMA,India,1.0,605.0
2022,11,TOLIMA,Kazajistán,1.0,605.0
2022,11,TOLIMA,Noruega,1.0,605.0
2022,11,TOLIMA,Paraguay,1.0,605.0
2022,11,TOLIMA,Polonia,1.0,605.0
2022,11,TOLIMA,Trinidad y Tobago,1.0,605.0
2022,11,TOLIMA,Turquía,1.0,605.0
2022,11,TOLIMA,Ucrania,1.0,605.0
2022,12,TOLIMA,Estados Unidos,391.0,1380.0
